work_year,experience_level,employment_type,job,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_summary
2021,EX,FT,Cyber Security,Head of Security,340000,AUD,255170,Australia,50,Australia,L,
2021,SE,FT,Cyber Security,Security Engineering Manager,135600,USD,135600,United States,0,United States,L,
2020,EN,FT,Cyber Security,Cyber Security Analyst,400000,DKK,61195,Denmark,0,Denmark,M,
2021,MI,FT,Cyber Security,Information Security Analyst,53000,USD,53000,United States,0,United States,L,
2021,MI,FT,Cyber Security,Cyber Security Engineer,72000,USD,72000,United States,50,United States,M,
2021,MI,FT,Cyber Security,IT Security Engineer,169000,USD,169000,United States,50,United States,L,
2021,MI,FT,Cyber Security,Information Security Manager,162000,AUD,121581,Australia,100,Australia,L,
2020,MI,FT,Cyber Security,Cyber Security Architect,99000,USD,99000,United States,0,United States,L,
2021,MI,FT,,Penetration Tester,100000,USD,100000,United States,100,United States,L,
2021,MI,FT,Cyber Security,Information Security Manager,130000,USD,130000,United States,0,United States,M,
2021,MI,FT,Cyber Security,Security Analyst,97000,USD,97000,United States,100,United States,L,
2020,MI,FT,Cyber Security,Cyber Security Analyst,60000,EUR,68428,Ireland,50,Ireland,L,
2021,MI,FT,Cyber Security,Cyber Security Analyst,55000,EUR,65013,Portugal,100,Portugal,S,
2021,MI,FT,Cyber Security,IT Security Engineer,90000,USD,90000,United States,50,United States,L,
2021,EN,FT,Cyber Security,Information Security Engineer,85000,USD,85000,United States,100,United States,L,
2021,MI,FT,Cyber Security,IT Security Engineer,90000,USD,90000,United States,50,United States,L,
2020,EN,FT,,Vulnerability Researcher,85000,USD,85000,United States,0,United States,L,
2020,MI,FT,,Penetration Tester,432000,DKK,66091,Denmark,50,Denmark,L,
2021,SE,FT,Cyber Security,Cyber Security Specialist,95000,CAD,75774,Canada,100,Canada,S,
2020,MI,FT,Data Scientist,Incident Response Manager,123000,USD,123000,United States,0,United States,L,
2021,SE,FT,Cyber Security,Cyber Security Analyst,80000,USD,80000,India,50,India,L,
2021,SE,FT,DevOps,Cloud Security Engineer,170000,USD,170000,United States,100,United States,L,
2021,EN,FT,Cyber Security,Cyber Threat Intelligence Analyst,77000,USD,77000,United States,100,United States,L,
2021,MI,FT,,Penetration Tester,80000,CAD,63810,Canada,100,Canada,L,
2021,EX,FT,Cyber Security,Chief Information Security Officer,375000,USD,375000,United States,100,United States,L,
2021,EN,FT,Cyber Security,Cyber Security Analyst,50400,EUR,59575,Germany,50,Germany,M,
2020,MI,FT,Cyber Security,Security Engineer,135000,USD,135000,United States,100,United States,M,
2020,SE,FT,Cyber Security,Security Engineer,148000,USD,148000,United States,50,United States,M,
2020,SE,FT,Mobile Developer,Staff Application Security Engineer,180000,USD,180000,United States,100,United States,L,
2021,MI,FT,Cyber Security,Cyber Security Analyst,90000,USD,90000,United States,100,United States,L,
2021,EN,FT,Cyber Security,Cyber Security Analyst,63700,USD,63700,United States,100,United States,L,
2021,SE,FT,Data Scientist,Incident Response Analyst,65000,GBP,89405,United Kingdom,100,United Kingdom,L,
2020,EX,FT,Cyber Security,Information Security Manager,117810,USD,117810,United States,0,United States,S,
2020,MI,FT,DevOps,Information Systems Security Engineer,200000,USD,200000,United States,100,United States,L,
2021,SE,FT,Cyber Security,Cyber Security Analyst,48000,EUR,56738,Slovenia,50,Slovenia,M,
2021,MI,FT,Data Scientist,SOC Analyst,80000,CAD,63810,Canada,100,Canada,L,
2020,SE,FT,Cyber Security,Cyber Security Analyst,134000,USD,134000,United States,100,United States,L,
2021,MI,FT,Cyber Security,Cyber Security Analyst,119000,USD,119000,United States,100,United States,L,
2020,MI,FT,Cyber Security,Information Security Analyst,140000,USD,140000,United States,0,United States,L,
2020,MI,FT,Cyber Security,Cyber Security Engineer,175000,USD,175000,United States,50,United States,L,
2021,SE,FT,Cyber Security,Cyber Security Analyst,85000,USD,85000,United States,50,United States,L,
2020,MI,FT,Cyber Security,Offensive Security Engineer,180000,USD,180000,United States,50,United States,M,
2021,SE,FT,Cyber Security,Information Security Engineer,320000,USD,320000,United States,100,United States,L,
2021,MI,FT,Data Scientist,SOC Analyst,75000,USD,75000,United States,100,United States,M,
2021,MI,FT,,Penetration Testing Engineer,127000,USD,127000,United States,100,United States,L,
2021,EN,FT,Cyber Security,Cyber Security Specialist,45100,USD,45100,United States,50,United States,L,
2021,SE,FT,Cyber Security,Information Security Officer,124000,USD,124000,United States,50,United States,L,
2021,MI,FT,Cyber Security,Information Security Manager,90000,USD,90000,United States,0,United States,M,
2021,EX,FT,,IAM Engineer,240000,USD,240000,United States,50,United States,L,
2021,EX,FT,,IAM Engineer,240000,USD,240000,United States,50,United States,L,
2020,MI,FT,Cyber Security,Security Engineer,80000,USD,80000,United States,100,United States,M,
2020,MI,FT,Cyber Security,Security Engineer,120000,AUD,82648,Australia,50,Australia,L,
2020,SE,FT,Cyber Security,Security Engineering Manager,27000,USD,27000,Argentina,50,Argentina,M,
2020,MI,FT,Cyber Security,Cyber Security Analyst,87500,USD,87500,United States,100,United States,L,
2020,MI,FT,Cyber Security,Cyber Security Analyst,110000,USD,110000,United States,0,United States,L,
2021,EN,FT,,Penetration Tester,98000,USD,98000,United States,50,United States,L,
2020,MI,FT,Cyber Security,Cyber Security Architect,102000,USD,102000,United States,50,United States,L,
2020,MI,FT,Cyber Security,Cyber Threat Analyst,72000,USD,72000,United States,100,United States,L,
2021,EX,FT,Cyber Security,Chief Information Security Officer,300000,CAD,239287,Canada,50,Canada,S,
2021,MI,FT,Cyber Security,IT Security Engineer,124000,USD,124000,United States,0,United States,M,
2021,EN,FT,,Ethical Hacker,119000,USD,119000,United States,100,United States,L,
2020,SE,FT,Cyber Security,Principal Security Engineer,175000,USD,175000,United States,100,United States,L,
2021,SE,FT,Cyber Security,Information Security Manager,180000,USD,180000,United States,100,United States,L,
2020,SE,FT,Data Scientist,SOC Analyst,85000,CAD,63400,Canada,100,Canada,S,
2021,EN,FT,Data Scientist,SOC Analyst,65000,NZD,45950,New Zealand,0,New Zealand,M,
2021,SE,FT,Cyber Security,Information Security Manager,123000,USD,123000,United States,100,United States,L,
2020,EN,FT,Cyber Security,Cyber Security Analyst,80000,USD,80000,United States,50,United States,L,
2021,MI,FT,Cyber Security,Infrastructure Security Engineer,120000,USD,120000,United States,50,United States,L,
2021,MI,FT,Cyber Security,Cyber Security Analyst,150000,USD,150000,United States,50,United States,M,
2021,SE,FT,Cyber Security,Information Security Manager,40000,EUR,47282,Spain,0,Spain,L,
2021,SE,FT,Cyber Security,Information Security Manager,135000,USD,135000,United States,0,United States,L,
2021,MI,FT,Cyber Security,Cyber Security Engineer,130000,USD,130000,United States,50,United States,L,
2021,MI,FT,Cyber Security,Information Security Manager,100000,USD,100000,United States,50,United States,M,
2021,EN,FT,Cyber Security,Cyber Threat Analyst,20000,EUR,23641,Greece,100,Greece,L,
2021,EN,FT,Data Scientist,SOC Analyst,36200,GBP,49792,United Kingdom,100,United Kingdom,M,
2021,EN,FT,Cyber Security,Cyber Security Analyst,70000,USD,70000,United States,100,United States,L,
2021,SE,FT,DevOps,Principal Cloud Security Engineer,130000,USD,130000,United States,100,United States,L,
2021,EN,FT,Cyber Security,Security Analyst,73000,USD,73000,United States,0,United States,S,
2021,MI,FT,Cyber Security,IT Security Engineer,10320000,HUF,34018,Hungary,50,Hungary,M,
2021,EN,FT,Data Scientist,Incident Response Analyst,70000,NZD,49485,New Zealand,0,New Zealand,S,
2021,MI,FT,Cyber Security,Cyber Security Analyst,92000,USD,92000,United States,100,United States,L,
2021,MI,FT,Cyber Security,Cyber Security Analyst,145000,USD,145000,United States,50,United States,L,
2020,SE,FT,Cyber Security,Cyber Security Engineer,135000,USD,135000,United States,50,United States,L,
2021,EN,FT,Cyber Security,Cyber Security Analyst,45500,EUR,53783,Germany,0,Germany,L,
2021,SE,FT,Cyber Security,Cyber Security Analyst,150000,USD,150000,United States,0,United States,L,
2021,MI,FT,Cyber Security,Chief Information Security Officer,44000,GBP,60520,United Kingdom,100,United Kingdom,L,
2020,EN,FT,Cyber Security,Cyber Security Engineer,75000,USD,75000,United States,100,United States,L,
2021,SE,FT,Cyber Security,Cyber Security Analyst,48000,GBP,66022,United Kingdom,100,United Kingdom,L,
2021,MI,FT,Cyber Security,Cyber Security Specialist,50000,GBP,68773,United Kingdom,50,United Kingdom,L,
2020,SE,FT,Cyber Security,Information Security Manager,150000,USD,150000,United States,50,United States,L,
2021,MI,FT,Cyber Security,Cyber Security Analyst,90000,USD,90000,United States,0,United States,M,
2020,MI,FT,Cyber Security,Information Security Manager,70000,EUR,79833,Ireland,50,Ireland,L,
2021,SE,FT,Cyber Security,Information Security Architect,102500,USD,102500,United States,0,United States,L,
2021,EX,FT,Cyber Security,Chief Information Security Officer,130000,USD,130000,United States,100,United States,L,
2021,MI,FT,Cyber Security,Cyber Security Analyst,85000,USD,85000,United States,100,United States,L,
2021,MI,FT,,Penetration Tester,120000,USD,120000,United States,100,United States,M,
2020,EX,FT,Cyber Security,Security Engineering Manager,600000,USD,600000,United States,50,United States,L,
2021,SE,FT,Cyber Security,Cyber Security Architect,141000,USD,141000,United States,50,United States,L,
2020,EN,FT,Cyber Security,Cyber Security Analyst,66000,USD,66000,United States,50,United States,L,
2021,EN,FT,Cyber Security,Security Analyst,60008,USD,60008,United States,50,United States,L,
2020,SE,FT,Cyber Security,Cyber Security Engineer,272000,USD,272000,United States,100,United States,L,
2020,EN,FT,Cyber Security,Cyber Security Analyst,80000,USD,80000,United States,100,United States,M,
2020,MI,FT,Cyber Security,Information Security Analyst,40000,GBP,51305,United Kingdom,100,United Kingdom,L,
2021,EN,FT,Cyber Security,IT Security Analyst,31000,USD,31000,United States,0,United States,L,
2021,SE,FT,Cyber Security,Security Engineer,150000,CAD,119643,Canada,100,Canada,M,
2021,EN,FT,Cyber Security,Security Analyst,100300,USD,100300,United States,100,United States,L,
2021,SE,FT,Cyber Security,Product Security Engineer,150000,USD,150000,United States,100,United States,L,
2021,MI,FT,Cyber Security,Information Security Engineer,119000,USD,119000,United States,100,United States,L,
2020,MI,FT,Cyber Security,Security Engineer,192000,USD,192000,United States,100,United States,L,
2020,SE,FT,Cyber Security,Information Security Manager,102000,USD,102000,United States,0,United States,L,
2021,SE,FT,Cyber Security,Chief Information Security Officer,240000,USD,240000,United States,100,United States,S,
2021,EN,FT,Data Scientist,SOC Analyst,63000,USD,63000,United States,0,United States,L,
2021,MI,FT,Cyber Security,Cyber Security Engineer,98000,USD,98000,United States,100,United States,L,
2020,SE,FT,Cyber Security,Information Security Manager,55000,GBP,70545,United Kingdom,100,United Kingdom,S,
2021,SE,FT,Cyber Security,Information Security Manager,100000,USD,100000,United States,100,United States,L,
2021,MI,FT,Cyber Security,Information Security Engineer,80000,USD,80000,United States,100,United States,M,
2020,MI,FT,Cyber Security,Information Security Specialist,72000,USD,72000,United States,100,United States,L,
2021,EN,FT,Cyber Security,Cyber Security Engineer,75000,USD,75000,United States,100,United States,L,
2020,MI,FT,Cyber Security,Lead Information Security Engineer,80000,USD,80000,United States,50,United States,L,
2021,MI,FT,Cyber Security,Cyber Security Analyst,67000,USD,67000,United States,0,United States,L,
2020,SE,FT,Cyber Security,Lead Information Security Engineer,130000,USD,130000,United States,100,United States,L,
2021,SE,FT,Cyber Security,Information Security Specialist,85000,CAD,67798,Canada,50,Canada,L,
2021,MI,FT,Data Scientist,SOC Analyst,120000,USD,120000,United States,100,United States,L,
2021,MI,FT,Cyber Security,Cyber Security Engineer,76500,USD,76500,United States,100,United States,L,
2021,SE,FT,Cyber Security,Cyber Security Analyst,160000,USD,160000,United States,0,United States,M,
2021,EX,FT,Cyber Security,Head of Security,200000,USD,200000,United States,100,United States,L,
2021,EX,FT,Cyber Security,Information Security Officer,142000,USD,142000,United States,50,United States,L,
2020,EX,FT,Cyber Security,Lead Security Engineer,180000,USD,180000,United States,100,United States,L,
2020,MI,FT,Cyber Security,Cyber Security Analyst,120000,USD,120000,United States,100,United States,L,
2021,MI,FT,Cyber Security,Chief Information Security Officer,40000,USD,40000,Netherlands,50,Netherlands,L,
2021,MI,FT,Cyber Security,Information Security Architect,72000,EUR,85108,Germany,100,Germany,L,
2021,SE,FT,Cyber Security,Information Security Manager,150000,USD,150000,United States,100,United States,M,
2021,MI,FT,Cyber Security,Cyber Security Specialist,100000,USD,100000,United States,0,United States,L,
2021,EN,FT,Cyber Security,Information Security Officer,28800,EUR,34043,Belgium,50,Belgium,L,
2021,SE,FT,Cyber Security,Information Security Manager,140000,CAD,111667,Canada,50,Canada,M,
2021,EX,FT,Cyber Security,Head of Security,187000,USD,187000,United States,100,United States,L,
2021,MI,FT,Cyber Security,Cyber Security Analyst,648000,ZAR,43824,South Africa,100,South Africa,L,
2021,EX,FT,Cyber Security,Chief Information Security Officer,104000,USD,104000,United States,100,United States,L,
2021,MI,FT,Cyber Security,Information Security Analyst,100000,CAD,79762,Canada,100,Canada,L,
2020,EN,FT,Cyber Security,Network Security Engineer,65000,USD,65000,United States,50,United States,L,
2020,MI,FT,Cyber Security,Cyber Security Engineer,128000,USD,128000,United States,0,United States,L,
2021,MI,FT,Cyber Security,Information Security Engineer,120000,USD,120000,United States,100,United States,L,
2020,MI,FT,Cyber Security,Information Security Manager,105000,USD,105000,United States,100,United States,L,
2021,MI,FT,Cyber Security,Information Security Analyst,120000,USD,120000,United States,100,United States,L,
2021,MI,FT,Data Scientist,Incident Response Analyst,145000,USD,145000,United States,100,United States,L,
2021,EN,FT,Cyber Security,Information Security Officer,37000,EUR,43736,Austria,0,Austria,M,
2021,EN,FT,,Penetration Tester,78000,USD,78000,United States,100,United States,L,
2021,SE,FT,Cyber Security,Cyber Security Engineer,125000,USD,125000,United States,100,United States,L,
2021,SE,FT,Data Scientist,Incident Response Manager,130000,USD,130000,United States,0,United States,L,
2020,SE,FT,Mobile Developer,Application Security Engineer,130000,USD,130000,United States,100,United States,L,
2020,SE,FT,Cyber Security,Information Security Manager,141000,USD,141000,United States,100,United States,L,
2021,SE,FT,Cyber Security,Product Security Engineer,120000,USD,120000,United States,100,United States,L,
2021,MI,FT,Cyber Security,Cyber Security Analyst,90000,USD,90000,United States,100,United States,L,
2021,EX,FT,Cyber Security,Information Security Manager,172500,USD,172500,United States,100,United States,M,
2020,SE,FT,Cyber Security,Network and Security Engineer,90000,USD,90000,United States,50,United States,L,
2020,MI,FT,Cyber Security,Cyber Security Analyst,93000,USD,93000,United States,50,United States,L,
2021,SE,FT,Cyber Security,Cyber Security Specialist,41500,GBP,57082,United Kingdom,100,United Kingdom,L,
2021,EN,FT,Cyber Security,IT Security Analyst,62000,USD,62000,United States,50,United States,L,
2020,SE,FT,Cyber Security,Network and Security Engineer,240000,USD,240000,Canada,100,Canada,L,
2021,SE,FT,,Penetration Tester,195000,USD,195000,United States,100,United States,L,
2021,MI,FT,,Penetration Tester,110000,CHF,120308,Switzerland,100,Switzerland,L,
